function,function, time_us
,time_us
Tempo por Loop, 12385.00000000
Tempo por Loop, 11730.00000000
Tempo por Loop, 10630.00000000
Tempo por Loop, 13634.00000000
Tempo por Loop, 10710.00000000
Tempo por Loop, 11813.00000000
Tempo por Loop, 11663.00000000
Tempo por Loop, 12578.00000000
Tempo por Loop, 11542.00000000
Tempo por Loop, 12451.00000000
Tempo por Loop, 11453.00000000
Tempo por Loop, 10446.00000000
Tempo por Loop, 11363.00000000
Tempo por Loop, 13415.00000000
Tempo por Loop, 10406.00000000
Tempo por Loop, 12606.00000000
Tempo por Loop, 11839.00000000
Tempo por Loop, 11810.00000000
Tempo por Loop, 10400.00000000
Tempo por Loop, 14758.00000000
Tempo por Loop, 11495.00000000
Tempo por Loop, 12223.00000000
Tempo por Loop, 10180.00000000
Tempo por Loop, 11457.00000000
Tempo por Loop, 11358.00000000
Tempo por Loop, 12638.00000000
Tempo por Loop, 11282.00000000
Tempo por Loop, 13377.00000000
Tempo por Loop, 9894.00000000
Tempo por Loop, 10145.00000000
Tempo por Loop, 13429.00000000
Tempo por Loop, 11773.00000000
Tempo por Loop, 10499.00000000
Tempo por Loop, 13871.00000000
Tempo por Loop, 10172.00000000
Tempo por Loop, 10910.00000000
Tempo por Loop, 12011.00000000
Tempo por Loop, 11427.00000000
Tempo por Loop, 11183.00000000
Tempo por Loop, 11952.00000000
Tempo por Loop, 11627.00000000
Tempo por Loop, 10301.00000000
Tempo por Loop, 14735.00000000
Tempo por Loop, 13954.00000000
Tempo por Loop, 18841.00000000
Tempo por Loop, 13684.00000000
Tempo por Loop, 10364.00000000
Tempo por Loop, 17969.00000000
Tempo por Loop, 12308.00000000
Tempo por Loop, 11830.00000000
Tempo por Loop, 10412.00000000
Tempo por Loop, 13777.00000000
Tempo por Loop, 10357.00000000
Tempo por Loop, 11506.00000000
Tempo por Loop, 11424.00000000
Tempo por Loop, 12513.00000000
Tempo por Loop, 11690.00000000
Tempo por Loop, 12330.00000000
Tempo por Loop, 11801.00000000
Tempo por Loop, 10533.00000000
Tempo por Loop, 13412.00000000
Tempo por Loop, 11825.00000000
Tempo por Loop, 10454.00000000
Tempo por Loop, 12826.00000000
Tempo por Loop, 171820.00000000
Tempo por Loop, 18215.00000000
Tempo por Loop, 12595.00000000
Tempo por Loop, 11819.00000000
Tempo por Loop, 11494.00000000
Tempo por Loop, 12064.00000000
Tempo por Loop, 10215.00000000
Tempo por Loop, 11568.00000000
Tempo por Loop, 13267.00000000
Tempo por Loop, 10274.00000000
Tempo por Loop, 12314.00000000
Tempo por Loop, 12131.00000000
Tempo por Loop, 11516.00000000
Tempo por Loop, 10673.00000000
Tempo por Loop, 11178.00000000
Tempo por Loop, 13330.00000000
Tempo por Loop, 10229.00000000
Tempo por Loop, 13572.00000000
Tempo por Loop, 10272.00000000
Tempo por Loop, 11342.00000000
Tempo por Loop, 12132.00000000
Tempo por Loop, 11544.00000000
Tempo por Loop, 11012.00000000
Tempo por Loop, 13032.00000000
Tempo por Loop, 11287.00000000
Tempo por Loop, 10047.00000000
Tempo por Loop, 19528.00000000
Tempo por Loop, 11580.00000000
Tempo por Loop, 10156.00000000
Tempo por Loop, 13055.00000000
Tempo por Loop, 10363.00000000
Tempo por Loop, 11529.00000000
Tempo por Loop, 9986.00000000
Tempo por Loop, 13018.00000000
Tempo por Loop, 10495.00000000
Tempo por Loop, 11938.00000000
Tempo por Loop, 13107.00000000
Tempo por Loop, 9831.00000000
Tempo por Loop, 10447.00000000
Tempo por Loop, 19072.00000000
Tempo por Loop, 11504.00000000
Tempo por Loop, 12203.00000000
Tempo por Loop, 11684.00000000
Tempo por Loop, 11512.00000000
Tempo por Loop, 12201.00000000
Tempo por Loop, 10102.00000000
Tempo por Loop, 11343.00000000
Tempo por Loop, 11225.00000000
Tempo por Loop, 12057.00000000
Tempo por Loop, 11728.00000000
Tempo por Loop, 11254.00000000
Tempo por Loop, 12079.00000000
Tempo por Loop, 10325.00000000
Tempo por Loop, 11522.00000000
Tempo por Loop, 13175.00000000
Tempo por Loop, 10151.00000000
Tempo por Loop, 13330.00000000
Tempo por Loop, 11271.00000000
Tempo por Loop, 10287.00000000
Tempo por Loop, 10154.00000000
Tempo por Loop, 13377.00000000
Tempo por Loop, 11215.00000000
Tempo por Loop, 11999.00000000
Tempo por Loop, 11393.00000000
Tempo por Loop, 10411.00000000
Tempo por Loop, 14009.00000000
Tempo por Loop, 10298.00000000
Tempo por Loop, 11284.00000000
Tempo por Loop, 13216.00000000
Tempo por Loop, 10163.00000000
Tempo por Loop, 11368.00000000
Tempo por Loop, 12080.00000000
Tempo por Loop, 11291.00000000
Tempo por Loop, 10061.00000000
Tempo por Loop, 11458.00000000
Tempo por Loop, 13359.00000000
Tempo por Loop, 10050.00000000
Tempo por Loop, 11213.00000000
Tempo por Loop, 12424.00000000
Tempo por Loop, 11155.00000000
Tempo por Loop, 11975.00000000
Tempo por Loop, 11014.00000000
Tempo por Loop, 11235.00000000
Tempo por Loop, 12070.00000000
Tempo por Loop, 11045.00000000
Tempo por Loop, 10444.00000000
Tempo por Loop, 11027.00000000
Tempo por Loop, 12209.00000000
Tempo por Loop, 11582.00000000
Tempo por Loop, 12288.00000000
Tempo por Loop, 11120.00000000
Tempo por Loop, 12287.00000000
Tempo por Loop, 12164.00000000
Tempo por Loop, 11508.00000000
Tempo por Loop, 10415.00000000
Tempo por Loop, 17589.00000000
Tempo por Loop, 10408.00000000
Tempo por Loop, 11771.00000000
Tempo por Loop, 10620.00000000
Tempo por Loop, 13553.00000000
Tempo por Loop, 10403.00000000
Tempo por Loop, 13497.00000000
Tempo por Loop, 11406.00000000
Tempo por Loop, 10720.00000000
Tempo por Loop, 13526.00000000
Tempo por Loop, 10310.00000000
Tempo por Loop, 11377.00000000
Tempo por Loop, 10415.00000000
Tempo por Loop, 13822.00000000
Tempo por Loop, 17436.00000000
Tempo por Loop, 12366.00000000
Tempo por Loop, 11524.00000000
Tempo por Loop, 10236.00000000
Tempo por Loop, 13374.00000000
Tempo por Loop, 10300.00000000
Tempo por Loop, 11500.00000000
Tempo por Loop, 11143.00000000
Tempo por Loop, 12458.00000000
Tempo por Loop, 11375.00000000
Tempo por Loop, 10248.00000000
Tempo por Loop, 13628.00000000
Tempo por Loop, 10617.00000000
Tempo por Loop, 12417.00000000
Tempo por Loop, 13815.00000000
Tempo por Loop, 10290.00000000
Tempo por Loop, 10389.00000000
Tempo por Loop, 20203.00000000
Tempo por Loop, 10644.00000000
Tempo por Loop, 10492.00000000
Tempo por Loop, 13432.00000000
Tempo por Loop, 11351.00000000
Tempo por Loop, 11585.00000000
Tempo por Loop, 10434.00000000
Tempo por Loop, 11233.00000000
Tempo por Loop, 13365.00000000
Tempo por Loop, 10442.00000000
Tempo por Loop, 11163.00000000
Tempo por Loop, 11113.00000000
Tempo por Loop, 11775.00000000
Tempo por Loop, 10234.00000000
Tempo por Loop, 11393.00000000
Tempo por Loop, 13164.00000000
Tempo por Loop, 10309.00000000
Tempo por Loop, 13246.00000000
Tempo por Loop, 11216.00000000
Tempo por Loop, 9977.00000000
Tempo por Loop, 12219.00000000
Tempo por Loop, 11276.00000000
Tempo por Loop, 11811.00000000
Tempo por Loop, 11857.00000000
Tempo por Loop, 16396.00000000
Tempo por Loop, 16613.00000000
Tempo por Loop, 13206.00000000
Tempo por Loop, 10384.00000000
Tempo por Loop, 11786.00000000
Tempo por Loop, 13390.00000000
Tempo por Loop, 10005.00000000
Tempo por Loop, 11160.00000000
Tempo por Loop, 12047.00000000
Tempo por Loop, 10860.00000000
Tempo por Loop, 10078.00000000
Tempo por Loop, 13480.00000000
Tempo por Loop, 11548.00000000
Tempo por Loop, 10083.00000000
Tempo por Loop, 12411.00000000
Tempo por Loop, 12226.00000000
Tempo por Loop, 11368.00000000
Tempo por Loop, 12443.00000000
Tempo por Loop, 11465.00000000
Tempo por Loop, 11414.00000000
Tempo por Loop, 12348.00000000
Tempo por Loop, 11522.00000000
Tempo por Loop, 10075.00000000
Tempo por Loop, 13349.00000000
Tempo por Loop, 10372.00000000
Tempo por Loop, 11616.00000000
Tempo por Loop, 11381.00000000
Tempo por Loop, 12226.00000000
Tempo por Loop, 11246.00000000
Tempo por Loop, 11982.00000000
Tempo por Loop, 10194.00000000
Tempo por Loop, 11282.00000000
Tempo por Loop, 11244.00000000
Tempo por Loop, 13269.00000000
Tempo por Loop, 10284.00000000
Tempo por Loop, 11899.00000000
Tempo por Loop, 11210.00000000
Tempo por Loop, 11574.00000000
Tempo por Loop, 10705.00000000
Tempo por Loop, 14015.00000000
Tempo por Loop, 10157.00000000
Tempo por Loop, 11248.00000000
Tempo por Loop, 11713.00000000
Tempo por Loop, 11091.00000000
Tempo por Loop, 11787.00000000
Tempo por Loop, 11120.00000000
Tempo por Loop, 11197.00000000
Tempo por Loop, 12019.00000000
Tempo por Loop, 11306.00000000
Tempo por Loop, 10097.00000000
Tempo por Loop, 13223.00000000
Tempo por Loop, 10367.00000000
Tempo por Loop, 11449.00000000
Tempo por Loop, 13301.00000000
Tempo por Loop, 10215.00000000
Tempo por Loop, 16638.00000000
Tempo por Loop, 12323.00000000
Tempo por Loop, 17825.00000000
Tempo por Loop, 10174.00000000
Tempo por Loop, 11133.00000000
Tempo por Loop, 13029.00000000
Tempo por Loop, 10200.00000000
Tempo por Loop, 12110.00000000
Tempo por Loop, 11466.00000000
Tempo por Loop, 10986.00000000
Tempo por Loop, 10391.00000000
Tempo por Loop, 13501.00000000
Tempo por Loop, 15306.00000000
Tempo por Loop, 16171.00000000
Tempo por Loop, 14586.00000000
Tempo por Loop, 16970.00000000
Tempo por Loop, 13663.00000000
Tempo por Loop, 10285.00000000
Tempo por Loop, 11741.00000000
Tempo por Loop, 11237.00000000
Tempo por Loop, 12121.00000000
Tempo por Loop, 15106.00000000
Tempo por Loop, 13937.00000000
Tempo por Loop, 11575.00000000
Tempo por Loop, 10110.00000000
Tempo por Loop, 13573.00000000
Tempo por Loop, 10475.00000000
Tempo por Loop, 12408.00000000
Tempo por Loop, 12203.00000000
Tempo por Loop, 11335.00000000
Tempo por Loop, 11113.00000000
Tempo por Loop, 10249.00000000
Tempo por Loop, 21193.00000000
Tempo por Loop, 12537.00000000
Tempo por Loop, 11948.00000000
Tempo por Loop, 12133.00000000
Tempo por Loop, 11503.00000000
Tempo por Loop, 13545.00000000
Tempo por Loop, 10304.00000000
Tempo por Loop, 12195.00000000
Tempo por Loop, 12525.00000000
Tempo por Loop, 11178.00000000
Tempo por Loop, 10303.00000000
Tempo por Loop, 11371.00000000
Tempo por Loop, 12968.00000000
Tempo por Loop, 10059.00000000
Tempo por Loop, 11385.00000000
Tempo por Loop, 12275.00000000
Tempo por Loop, 11413.00000000
Tempo por Loop, 12143.00000000
Tempo por Loop, 11209.00000000
Tempo por Loop, 10131.00000000
Tempo por Loop, 12923.00000000
Tempo por Loop, 11983.00000000
Tempo por Loop, 10631.00000000
Tempo por Loop, 19398.00000000
Tempo por Loop, 12211.00000000
Tempo por Loop, 11762.00000000
Tempo por Loop, 12308.00000000
Tempo por Loop, 11355.00000000
Tempo por Loop, 11347.00000000
Tempo por Loop, 12147.00000000
Tempo por Loop, 10429.00000000
Tempo por Loop, 11293.00000000
Tempo por Loop, 11142.00000000
Tempo por Loop, 12149.00000000
Tempo por Loop, 11483.00000000
Tempo por Loop, 10224.00000000
Tempo por Loop, 13430.00000000
Tempo por Loop, 10226.00000000
Tempo por Loop, 13093.00000000
Tempo por Loop, 11480.00000000
Tempo por Loop, 10863.00000000
Tempo por Loop, 13327.00000000
Tempo por Loop, 11698.00000000
Tempo por Loop, 11418.00000000
Tempo por Loop, 12382.00000000
Tempo por Loop, 11586.00000000
Tempo por Loop, 11302.00000000
Tempo por Loop, 12264.00000000
Tempo por Loop, 12251.00000000
Tempo por Loop, 10631.00000000
Tempo por Loop, 13534.00000000
Tempo por Loop, 10802.00000000
Tempo por Loop, 11512.00000000
Tempo por Loop, 11508.00000000
Tempo por Loop, 12130.00000000
Tempo por Loop, 11952.00000000
Tempo por Loop, 12251.00000000
Tempo por Loop, 11244.00000000
Tempo por Loop, 10270.00000000
Tempo por Loop, 11531.00000000
Tempo por Loop, 13190.00000000
Tempo por Loop, 10190.00000000
Tempo por Loop, 11959.00000000
Tempo por Loop, 11374.00000000
Tempo por Loop, 11072.00000000
Tempo por Loop, 12091.00000000
Tempo por Loop, 11030.00000000
Tempo por Loop, 11215.00000000
Tempo por Loop, 10245.00000000
Tempo por Loop, 12154.00000000
Tempo por Loop, 11765.00000000
Tempo por Loop, 13198.00000000
Tempo por Loop, 10148.00000000
Tempo por Loop, 12425.00000000
Tempo por Loop, 13426.00000000
Tempo por Loop, 10282.00000000
Tempo por Loop, 10141.00000000
Tempo por Loop, 11321.00000000
Tempo por Loop, 25526.00000000
Tempo por Loop, 10446.00000000
Tempo por Loop, 13369.00000000
Tempo por Loop, 10422.00000000
Tempo por Loop, 11567.00000000
Tempo por Loop, 12600.00000000
Tempo por Loop, 11571.00000000
Tempo por Loop, 16156.00000000
Tempo por Loop, 12818.00000000
Tempo por Loop, 11687.00000000
Tempo por Loop, 10668.00000000
Tempo por Loop, 13283.00000000
Tempo por Loop, 14873.00000000
Tempo por Loop, 11627.00000000
Tempo por Loop, 13657.00000000
Tempo por Loop, 10262.00000000
Tempo por Loop, 12238.00000000
Tempo por Loop, 12448.00000000
Tempo por Loop, 11381.00000000
Tempo por Loop, 10364.00000000
Tempo por Loop, 11747.00000000
Tempo por Loop, 19287.00000000
Tempo por Loop, 15328.00000000
Tempo por Loop, 19227.00000000
Tempo por Loop, 14660.00000000
Tempo por Loop, 15918.00000000
Tempo por Loop, 18488.00000000
Tempo por Loop, 13977.00000000
Tempo por Loop, 10511.00000000
Tempo por Loop, 13679.00000000
Tempo por Loop, 11240.00000000
Tempo por Loop, 10117.00000000
Tempo por Loop, 12338.00000000
Tempo por Loop, 11099.00000000
Tempo por Loop, 11125.00000000
Tempo por Loop, 12302.00000000
Tempo por Loop, 11428.00000000
Tempo por Loop, 10176.00000000
Tempo por Loop, 13013.00000000
Tempo por Loop, 10374.00000000
Tempo por Loop, 11081.00000000
Tempo por Loop, 13225.00000000
Tempo por Loop, 10300.00000000
Tempo por Loop, 12499.00000000
Tempo por Loop, 12254.00000000
Tempo por Loop, 11368.00000000
Tempo por Loop, 10242.00000000
Tempo por Loop, 12942.00000000
Tempo por Loop, 11122.00000000
Tempo por Loop, 10142.00000000
Tempo por Loop, 13302.00000000
Tempo por Loop, 10102.00000000
Tempo por Loop, 11538.00000000
Tempo por Loop, 12164.00000000
Tempo por Loop, 11329.00000000
Tempo por Loop, 21272.00000000
Tempo por Loop, 12433.00000000
Tempo por Loop, 11337.00000000
Tempo por Loop, 10102.00000000
Tempo por Loop, 11335.00000000
Tempo por Loop, 12088.00000000
Tempo por Loop, 11472.00000000
Tempo por Loop, 13358.00000000
Tempo por Loop, 10142.00000000
Tempo por Loop, 11100.00000000
Tempo por Loop, 10203.00000000
Tempo por Loop, 13756.00000000
Tempo por Loop, 10614.00000000
Tempo por Loop, 11402.00000000
Tempo por Loop, 13537.00000000
Tempo por Loop, 10555.00000000
Tempo por Loop, 10316.00000000
Tempo por Loop, 13810.00000000
Tempo por Loop, 11458.00000000
Tempo por Loop, 12322.00000000
Tempo por Loop, 11264.00000000
Tempo por Loop, 11128.00000000
Tempo por Loop, 12005.00000000
Tempo por Loop, 10352.00000000
Tempo por Loop, 11555.00000000
Tempo por Loop, 13211.00000000
Tempo por Loop, 10023.00000000
Tempo por Loop, 12358.00000000
Tempo por Loop, 12260.00000000
Tempo por Loop, 11316.00000000
Tempo por Loop, 10163.00000000
Tempo por Loop, 13223.00000000
Tempo por Loop, 11448.00000000
Tempo por Loop, 10042.00000000
Tempo por Loop, 12974.00000000
Tempo por Loop, 10296.00000000
Tempo por Loop, 11117.00000000
Tempo por Loop, 11432.00000000
Tempo por Loop, 13038.00000000
Tempo por Loop, 11468.00000000
Tempo por Loop, 12162.00000000
Tempo por Loop, 11403.00000000
Tempo por Loop, 10050.00000000
Tempo por Loop, 11062.00000000
Tempo por Loop, 12006.00000000
Tempo por Loop, 17477.00000000
Tempo por Loop, 12293.00000000
Tempo por Loop, 11345.00000000
Tempo por Loop, 11018.00000000
Tempo por Loop, 11891.00000000
Tempo por Loop, 11364.00000000
Tempo por Loop, 10118.00000000
Tempo por Loop, 11746.00000000
Tempo por Loop, 13038.00000000
Tempo por Loop, 10041.00000000
Tempo por Loop, 17989.00000000
Tempo por Loop, 14967.00000000
Tempo por Loop, 11625.00000000
Tempo por Loop, 12197.00000000
Tempo por Loop, 11608.00000000
Tempo por Loop, 10307.00000000
Tempo por Loop, 13254.00000000
Tempo por Loop, 12007.00000000
Tempo por Loop, 10372.00000000
Tempo por Loop, 12205.00000000
Tempo por Loop, 11302.00000000
Tempo por Loop, 11421.00000000
Tempo por Loop, 12561.00000000
Tempo por Loop, 11597.00000000
Tempo por Loop, 10519.00000000
Tempo por Loop, 13232.00000000
Tempo por Loop, 10628.00000000
Tempo por Loop, 11583.00000000
Tempo por Loop, 13174.00000000
Tempo por Loop, 9984.00000000
Tempo por Loop, 11256.00000000
Tempo por Loop, 12140.00000000
Tempo por Loop, 11191.00000000
Tempo por Loop, 10450.00000000
Tempo por Loop, 13368.00000000
Tempo por Loop, 12356.00000000
Tempo por Loop, 10144.00000000
Tempo por Loop, 15781.00000000
Tempo por Loop, 10262.00000000
Tempo por Loop, 11428.00000000
Tempo por Loop, 10293.00000000
Tempo por Loop, 13282.00000000
Tempo por Loop, 11434.00000000
Tempo por Loop, 10254.00000000
Tempo por Loop, 13633.00000000
Tempo por Loop, 10588.00000000
Tempo por Loop, 13080.00000000
Tempo por Loop, 10114.00000000
Tempo por Loop, 11779.00000000
Tempo por Loop, 13407.00000000
Tempo por Loop, 9913.00000000
Tempo por Loop, 11234.00000000
Tempo por Loop, 12488.00000000
Tempo por Loop, 11726.00000000
Tempo por Loop, 10360.00000000
Tempo por Loop, 13849.00000000
Tempo por Loop, 15755.00000000
Tempo por Loop, 14398.00000000
Tempo por Loop, 16592.00000000
Tempo por Loop, 16091.00000000
Tempo por Loop, 11560.00000000
Tempo por Loop, 12852.00000000
Tempo por Loop, 13549.00000000
Tempo por Loop, 11561.00000000
Tempo por Loop, 15262.00000000
Tempo por Loop, 10509.00000000
Tempo por Loop, 21864.00000000
Tempo por Loop, 14016.00000000
Tempo por Loop, 10515.00000000
Tempo por Loop, 12097.00000000
Tempo por Loop, 18370.00000000
Tempo por Loop, 16913.00000000
Tempo por Loop, 15356.00000000
Tempo por Loop, 12594.00000000
Tempo por Loop, 15911.00000000
Tempo por Loop, 14459.00000000
Tempo por Loop, 11870.00000000
Tempo por Loop, 21146.00000000
Tempo por Loop, 13914.00000000
Tempo por Loop, 12707.00000000
Tempo por Loop, 14348.00000000
Tempo por Loop, 15241.00000000
Tempo por Loop, 12797.00000000
Tempo por Loop, 12877.00000000
Tempo por Loop, 10278.00000000
Tempo por Loop, 12746.00000000
Tempo por Loop, 11645.00000000
Tempo por Loop, 11400.00000000
Tempo por Loop, 12599.00000000
Tempo por Loop, 14874.00000000
Tempo por Loop, 14487.00000000
Tempo por Loop, 15133.00000000
Tempo por Loop, 11593.00000000
Tempo por Loop, 14120.00000000
Tempo por Loop, 16530.00000000
Tempo por Loop, 10679.00000000
Tempo por Loop, 11810.00000000
Tempo por Loop, 13423.00000000
Tempo por Loop, 9958.00000000
Tempo por Loop, 17772.00000000
Tempo por Loop, 12403.00000000
Tempo por Loop, 11117.00000000
Tempo por Loop, 10159.00000000
Tempo por Loop, 13132.00000000
Tempo por Loop, 11737.00000000
Tempo por Loop, 15429.00000000
Tempo por Loop, 13616.00000000
Tempo por Loop, 11749.00000000
Tempo por Loop, 12220.00000000
Tempo por Loop, 10295.00000000
Tempo por Loop, 13532.00000000
Tempo por Loop, 15544.00000000
Tempo por Loop, 13659.00000000
Tempo por Loop, 10110.00000000
Tempo por Loop, 11354.00000000
Tempo por Loop, 13977.00000000
Tempo por Loop, 10220.00000000
Tempo por Loop, 11566.00000000
Tempo por Loop, 12666.00000000
Tempo por Loop, 11614.00000000
Tempo por Loop, 11217.00000000
Tempo por Loop, 13138.00000000
Tempo por Loop, 20846.00000000
Tempo por Loop, 10491.00000000
Tempo por Loop, 13609.00000000
Tempo por Loop, 10468.00000000
Tempo por Loop, 11452.00000000
Tempo por Loop, 12414.00000000
Tempo por Loop, 11738.00000000
Tempo por Loop, 11468.00000000
Tempo por Loop, 12212.00000000
Tempo por Loop, 11783.00000000
Tempo por Loop, 10356.00000000
Tempo por Loop, 11305.00000000
Tempo por Loop, 11975.00000000
Tempo por Loop, 11390.00000000
Tempo por Loop, 12575.00000000
Tempo por Loop, 11744.00000000
Tempo por Loop, 10267.00000000
Tempo por Loop, 13196.00000000
Tempo por Loop, 11333.00000000
Tempo por Loop, 10007.00000000
Tempo por Loop, 13924.00000000
Tempo por Loop, 16425.00000000
Tempo por Loop, 14984.00000000
Tempo por Loop, 14152.00000000
Tempo por Loop, 17883.00000000
Tempo por Loop, 14262.00000000
Tempo por Loop, 15618.00000000
Tempo por Loop, 14738.00000000
Tempo por Loop, 12835.00000000
Tempo por Loop, 16699.00000000
Tempo por Loop, 12779.00000000
Tempo por Loop, 13865.00000000
Tempo por Loop, 15643.00000000
Tempo por Loop, 10174.00000000
Tempo por Loop, 10987.00000000
Tempo por Loop, 12883.00000000
Tempo por Loop, 11240.00000000
Tempo por Loop, 9895.00000000
Tempo por Loop, 13219.00000000
Tempo por Loop, 11950.00000000
Tempo por Loop, 13902.00000000
Tempo por Loop, 15958.00000000
Tempo por Loop, 11886.00000000
Tempo por Loop, 14597.00000000
Tempo por Loop, 15087.00000000
Tempo por Loop, 11379.00000000
Tempo por Loop, 10929.00000000
Tempo por Loop, 12257.00000000
Tempo por Loop, 11336.00000000
Tempo por Loop, 10635.00000000
Tempo por Loop, 11472.00000000
Tempo por Loop, 12325.00000000
Tempo por Loop, 11946.00000000
Tempo por Loop, 12599.00000000
Tempo por Loop, 10881.00000000
Tempo por Loop, 17145.00000000
Tempo por Loop, 15739.00000000
Tempo por Loop, 13812.00000000
Tempo por Loop, 12003.00000000
Tempo por Loop, 13476.00000000
Tempo por Loop, 10344.00000000
Tempo por Loop, 11253.00000000
Tempo por Loop, 13270.00000000
Tempo por Loop, 10465.00000000
Tempo por Loop, 10401.00000000
Tempo por Loop, 13564.00000000
Tempo por Loop, 11570.00000000
Tempo por Loop, 10729.00000000
Tempo por Loop, 13471.00000000
Tempo por Loop, 11386.00000000
Tempo por Loop, 10449.00000000
Tempo por Loop, 12237.00000000
Tempo por Loop, 11148.00000000
Tempo por Loop, 11419.00000000
Tempo por Loop, 12466.00000000
Tempo por Loop, 11364.00000000
Tempo por Loop, 12670.00000000
Tempo por Loop, 16812.00000000
Tempo por Loop, 14420.00000000
Tempo por Loop, 12760.00000000
Tempo por Loop, 13734.00000000
Tempo por Loop, 16862.00000000
Tempo por Loop, 22805.00000000
Tempo por Loop, 15435.00000000
Tempo por Loop, 18107.00000000
Tempo por Loop, 22492.00000000
Tempo por Loop, 15330.00000000
Tempo por Loop, 21067.00000000
Tempo por Loop, 15370.00000000
Tempo por Loop, 15189.00000000
Tempo por Loop, 23839.00000000
Tempo por Loop, 15312.00000000
Tempo por Loop, 18820.00000000
Tempo por Loop, 15594.00000000
Tempo por Loop, 12523.00000000
Tempo por Loop, 15972.00000000
Tempo por Loop, 12201.00000000
Tempo por Loop, 15014.00000000
Tempo por Loop, 16546.00000000
Tempo por Loop, 19205.00000000
Tempo por Loop, 16053.00000000
Tempo por Loop, 18064.00000000
Tempo por Loop, 14622.00000000
Tempo por Loop, 13404.00000000
Tempo por Loop, 13243.00000000
Tempo por Loop, 14455.00000000
Tempo por Loop, 13010.00000000
Tempo por Loop, 12023.00000000
Tempo por Loop, 16330.00000000
Tempo por Loop, 12500.00000000
Tempo por Loop, 22891.00000000
Tempo por Loop, 13893.00000000
Tempo por Loop, 12330.00000000
Tempo por Loop, 15676.00000000
Tempo por Loop, 13465.00000000
Tempo por Loop, 12297.00000000
Tempo por Loop, 14377.00000000
Tempo por Loop, 13429.00000000
Tempo por Loop, 13237.00000000
Tempo por Loop, 12274.00000000
Tempo por Loop, 22695.00000000
Tempo por Loop, 13565.00000000
Tempo por Loop, 14090.00000000
Tempo por Loop, 12981.00000000
Tempo por Loop, 12138.00000000
Tempo por Loop, 13241.00000000
Tempo por Loop, 22326.00000000
Tempo por Loop, 13598.00000000
Tempo por Loop, 12899.00000000
Tempo por Loop, 14340.00000000
Tempo por Loop, 13685.00000000
Tempo por Loop, 12073.00000000
Tempo por Loop, 20390.00000000
Tempo por Loop, 17508.00000000
Tempo por Loop, 17138.00000000
Tempo por Loop, 19531.00000000
Tempo por Loop, 13321.00000000
Tempo por Loop, 18473.00000000
Tempo por Loop, 17711.00000000
Tempo por Loop, 21208.00000000
Tempo por Loop, 19437.00000000
Tempo por Loop, 15213.00000000
Tempo por Loop, 12113.00000000
Tempo por Loop, 15577.00000000
Tempo por Loop, 13254.00000000
Tempo por Loop, 15487.00000000
Tempo por Loop, 18640.00000000
Tempo por Loop, 17995.00000000
Tempo por Loop, 17091.00000000
Tempo por Loop, 20085.00000000
Tempo por Loop, 21364.00000000
Tempo por Loop, 18330.00000000
Tempo por Loop, 16250.00000000
Tempo por Loop, 14517.00000000
Tempo por Loop, 13168.00000000
Tempo por Loop, 14464.00000000
Tempo por Loop, 13281.00000000
Tempo por Loop, 11827.00000000
Tempo por Loop, 13296.00000000
Tempo por Loop, 13961.00000000
Tempo por Loop, 14261.00000000
Tempo por Loop, 17085.00000000
Tempo por Loop, 20858.00000000
Tempo por Loop, 19731.00000000
Tempo por Loop, 20169.00000000
Tempo por Loop, 31143.00000000
Tempo por Loop, 18819.00000000
Tempo por Loop, 21959.00000000
Tempo por Loop, 21283.00000000
Tempo por Loop, 18927.00000000
Tempo por Loop, 20051.00000000
Tempo por Loop, 22196.00000000
Tempo por Loop, 20385.00000000
Tempo por Loop, 24137.00000000
Tempo por Loop, 19221.00000000
Tempo por Loop, 18218.00000000
Tempo por Loop, 19101.00000000
Tempo por Loop, 21783.00000000
Tempo por Loop, 14189.00000000
Tempo por Loop, 12142.00000000
Tempo por Loop, 22415.00000000
Tempo por Loop, 12394.00000000
Tempo por Loop, 13154.00000000
Tempo por Loop, 13988.00000000
Tempo por Loop, 15215.00000000
Tempo por Loop, 16554.00000000
Tempo por Loop, 14171.00000000
Tempo por Loop, 11669.00000000
Tempo por Loop, 15290.00000000
Tempo por Loop, 19315.00000000
Tempo por Loop, 19461.00000000
Tempo por Loop, 13906.00000000
Tempo por Loop, 17139.00000000
Tempo por Loop, 17268.00000000
Tempo por Loop, 14284.00000000
Tempo por Loop, 13712.00000000
Tempo por Loop, 13322.00000000
Tempo por Loop, 13785.00000000
Tempo por Loop, 13569.00000000
Tempo por Loop, 12929.00000000
Tempo por Loop, 11936.00000000
Tempo por Loop, 14068.00000000
Tempo por Loop, 11965.00000000
Tempo por Loop, 12808.00000000
Tempo por Loop, 13789.00000000
Tempo por Loop, 12835.00000000
Tempo por Loop, 12780.00000000
Tempo por Loop, 13821.00000000
Tempo por Loop, 13073.00000000
Tempo por Loop, 14037.00000000
Tempo por Loop, 12870.00000000
Tempo por Loop, 13079.00000000
Tempo por Loop, 11787.00000000
Tempo por Loop, 13516.00000000
Tempo por Loop, 12734.00000000
Tempo por Loop, 15366.00000000
Tempo por Loop, 11726.00000000
Tempo por Loop, 13817.00000000
Tempo por Loop, 23351.00000000
Tempo por Loop, 12375.00000000
Tempo por Loop, 11998.00000000
