function,function,time_us
,time_us
Tempo por Loop, 14314.00000000
Tempo por Loop, 13578.00000000
Tempo por Loop, 12441.00000000
Tempo por Loop, 13624.00000000
Tempo por Loop, 14208.00000000
Tempo por Loop, 13619.00000000
Tempo por Loop, 13123.00000000
Tempo por Loop, 14007.00000000
Tempo por Loop, 13435.00000000
Tempo por Loop, 17239.00000000
Tempo por Loop, 16259.00000000
Tempo por Loop, 25396.00000000
Tempo por Loop, 25678.00000000
Tempo por Loop, 21844.00000000
Tempo por Loop, 20370.00000000
Tempo por Loop, 23303.00000000
Tempo por Loop, 20980.00000000
Tempo por Loop, 23060.00000000
Tempo por Loop, 15648.00000000
Tempo por Loop, 13661.00000000
Tempo por Loop, 13227.00000000
Tempo por Loop, 14355.00000000
Tempo por Loop, 13517.00000000
Tempo por Loop, 12845.00000000
Tempo por Loop, 16223.00000000
Tempo por Loop, 21462.00000000
Tempo por Loop, 12552.00000000
Tempo por Loop, 13768.00000000
Tempo por Loop, 14235.00000000
Tempo por Loop, 13507.00000000
Tempo por Loop, 13983.00000000
Tempo por Loop, 13545.00000000
Tempo por Loop, 13289.00000000
Tempo por Loop, 14261.00000000
Tempo por Loop, 12516.00000000
Tempo por Loop, 14137.00000000
Tempo por Loop, 16049.00000000
Tempo por Loop, 13094.00000000
Tempo por Loop, 17204.00000000
Tempo por Loop, 17266.00000000
Tempo por Loop, 15911.00000000
Tempo por Loop, 20149.00000000
Tempo por Loop, 15520.00000000
Tempo por Loop, 17899.00000000
Tempo por Loop, 13764.00000000
Tempo por Loop, 11903.00000000
Tempo por Loop, 15536.00000000
Tempo por Loop, 12757.00000000
Tempo por Loop, 20269.00000000
Tempo por Loop, 15435.00000000
Tempo por Loop, 18076.00000000
Tempo por Loop, 13018.00000000
Tempo por Loop, 21629.00000000
Tempo por Loop, 17435.00000000
Tempo por Loop, 15891.00000000
Tempo por Loop, 30396.00000000
Tempo por Loop, 17562.00000000
Tempo por Loop, 22478.00000000
Tempo por Loop, 16572.00000000
Tempo por Loop, 16684.00000000
Tempo por Loop, 28329.00000000
Tempo por Loop, 12244.00000000
Tempo por Loop, 12094.00000000
Tempo por Loop, 14150.00000000
Tempo por Loop, 13962.00000000
Tempo por Loop, 16721.00000000
Tempo por Loop, 11728.00000000
Tempo por Loop, 13585.00000000
Tempo por Loop, 13812.00000000
Tempo por Loop, 13946.00000000
Tempo por Loop, 13808.00000000
Tempo por Loop, 13815.00000000
Tempo por Loop, 14703.00000000
Tempo por Loop, 13908.00000000
Tempo por Loop, 14340.00000000
Tempo por Loop, 11636.00000000
Tempo por Loop, 20006.00000000
Tempo por Loop, 13857.00000000
Tempo por Loop, 11994.00000000
Tempo por Loop, 57414.00000000
Tempo por Loop, 13232.00000000
Tempo por Loop, 11939.00000000
Tempo por Loop, 13641.00000000
Tempo por Loop, 15078.00000000
Tempo por Loop, 15876.00000000
Tempo por Loop, 12195.00000000
Tempo por Loop, 13834.00000000
Tempo por Loop, 14393.00000000
Tempo por Loop, 13463.00000000
Tempo por Loop, 11822.00000000
Tempo por Loop, 28990.00000000
Tempo por Loop, 14230.00000000
Tempo por Loop, 13564.00000000
Tempo por Loop, 11881.00000000
Tempo por Loop, 15397.00000000
Tempo por Loop, 21891.00000000
Tempo por Loop, 22210.00000000
Tempo por Loop, 24450.00000000
Tempo por Loop, 21875.00000000
Tempo por Loop, 19673.00000000
Tempo por Loop, 22921.00000000
Tempo por Loop, 14452.00000000
Tempo por Loop, 13717.00000000
Tempo por Loop, 14497.00000000
Tempo por Loop, 15478.00000000
Tempo por Loop, 15100.00000000
Tempo por Loop, 16447.00000000
Tempo por Loop, 20441.00000000
Tempo por Loop, 17024.00000000
Tempo por Loop, 14483.00000000
Tempo por Loop, 12619.00000000
Tempo por Loop, 17213.00000000
Tempo por Loop, 13935.00000000
Tempo por Loop, 12222.00000000
Tempo por Loop, 16773.00000000
Tempo por Loop, 14160.00000000
Tempo por Loop, 16338.00000000
Tempo por Loop, 16888.00000000
Tempo por Loop, 14190.00000000
Tempo por Loop, 12055.00000000
Tempo por Loop, 15262.00000000
Tempo por Loop, 18158.00000000
Tempo por Loop, 12128.00000000
Tempo por Loop, 16748.00000000
Tempo por Loop, 15360.00000000
Tempo por Loop, 12121.00000000
Tempo por Loop, 14495.00000000
Tempo por Loop, 14205.00000000
Tempo por Loop, 14841.00000000
Tempo por Loop, 13990.00000000
Tempo por Loop, 16771.00000000
Tempo por Loop, 13389.00000000
Tempo por Loop, 20307.00000000
Tempo por Loop, 58990.00000000
Tempo por Loop, 20848.00000000
Tempo por Loop, 24899.00000000
Tempo por Loop, 22801.00000000
Tempo por Loop, 18286.00000000
Tempo por Loop, 15773.00000000
Tempo por Loop, 14865.00000000
Tempo por Loop, 14893.00000000
Tempo por Loop, 12892.00000000
Tempo por Loop, 17352.00000000
Tempo por Loop, 15109.00000000
Tempo por Loop, 12150.00000000
Tempo por Loop, 14093.00000000
Tempo por Loop, 15237.00000000
Tempo por Loop, 17102.00000000
Tempo por Loop, 12267.00000000
Tempo por Loop, 15028.00000000
Tempo por Loop, 16277.00000000
Tempo por Loop, 12492.00000000
Tempo por Loop, 13308.00000000
Tempo por Loop, 14745.00000000
Tempo por Loop, 14943.00000000
Tempo por Loop, 13938.00000000
Tempo por Loop, 17773.00000000
Tempo por Loop, 15066.00000000
Tempo por Loop, 12186.00000000
Tempo por Loop, 12429.00000000
Tempo por Loop, 29509.00000000
Tempo por Loop, 22161.00000000
Tempo por Loop, 18946.00000000
Tempo por Loop, 19218.00000000
Tempo por Loop, 17899.00000000
Tempo por Loop, 17493.00000000
Tempo por Loop, 23203.00000000
Tempo por Loop, 16305.00000000
Tempo por Loop, 20906.00000000
Tempo por Loop, 22627.00000000
Tempo por Loop, 24368.00000000
Tempo por Loop, 31073.00000000
Tempo por Loop, 22190.00000000
Tempo por Loop, 29018.00000000
Tempo por Loop, 23572.00000000
Tempo por Loop, 26910.00000000
Tempo por Loop, 22888.00000000
Tempo por Loop, 23677.00000000
Tempo por Loop, 22126.00000000
Tempo por Loop, 21767.00000000
Tempo por Loop, 27400.00000000
Tempo por Loop, 35638.00000000
Tempo por Loop, 22192.00000000
Tempo por Loop, 24012.00000000
Tempo por Loop, 21935.00000000
Tempo por Loop, 24799.00000000
Tempo por Loop, 23810.00000000
Tempo por Loop, 44002.00000000
Tempo por Loop, 24189.00000000
Tempo por Loop, 18729.00000000
Tempo por Loop, 20729.00000000
Tempo por Loop, 13168.00000000
Tempo por Loop, 14488.00000000
Tempo por Loop, 14957.00000000
Tempo por Loop, 14008.00000000
Tempo por Loop, 21617.00000000
Tempo por Loop, 24154.00000000
Tempo por Loop, 22577.00000000
Tempo por Loop, 21806.00000000
Tempo por Loop, 14544.00000000
Tempo por Loop, 12450.00000000
Tempo por Loop, 25967.00000000
Tempo por Loop, 21360.00000000
Tempo por Loop, 18568.00000000
Tempo por Loop, 22812.00000000
Tempo por Loop, 21744.00000000
Tempo por Loop, 22445.00000000
Tempo por Loop, 20736.00000000
Tempo por Loop, 23588.00000000
Tempo por Loop, 24447.00000000
Tempo por Loop, 19448.00000000
Tempo por Loop, 24107.00000000
Tempo por Loop, 61474.00000000
Tempo por Loop, 24187.00000000
Tempo por Loop, 24291.00000000
Tempo por Loop, 23148.00000000
Tempo por Loop, 22531.00000000
Tempo por Loop, 23267.00000000
Tempo por Loop, 22428.00000000
Tempo por Loop, 23250.00000000
Tempo por Loop, 22407.00000000
Tempo por Loop, 20672.00000000
Tempo por Loop, 21549.00000000
Tempo por Loop, 18510.00000000
Tempo por Loop, 19436.00000000
Tempo por Loop, 20235.00000000
Tempo por Loop, 17897.00000000
Tempo por Loop, 16620.00000000
Tempo por Loop, 19568.00000000
Tempo por Loop, 16511.00000000
Tempo por Loop, 16632.00000000
Tempo por Loop, 18034.00000000
Tempo por Loop, 19733.00000000
Tempo por Loop, 16648.00000000
Tempo por Loop, 62927.00000000
Tempo por Loop, 21127.00000000
Tempo por Loop, 21150.00000000
Tempo por Loop, 17579.00000000
Tempo por Loop, 20806.00000000
Tempo por Loop, 17771.00000000
Tempo por Loop, 20595.00000000
Tempo por Loop, 40202.00000000
Tempo por Loop, 23331.00000000
Tempo por Loop, 21512.00000000
Tempo por Loop, 25113.00000000
Tempo por Loop, 18962.00000000
Tempo por Loop, 16318.00000000
Tempo por Loop, 13946.00000000
Tempo por Loop, 12334.00000000
Tempo por Loop, 15858.00000000
Tempo por Loop, 12210.00000000
Tempo por Loop, 13498.00000000
Tempo por Loop, 14513.00000000
Tempo por Loop, 13958.00000000
Tempo por Loop, 13948.00000000
Tempo por Loop, 12534.00000000
Tempo por Loop, 15715.00000000
Tempo por Loop, 12202.00000000
Tempo por Loop, 13322.00000000
Tempo por Loop, 24060.00000000
Tempo por Loop, 12927.00000000
Tempo por Loop, 12559.00000000
Tempo por Loop, 14575.00000000
Tempo por Loop, 13527.00000000
Tempo por Loop, 14242.00000000
Tempo por Loop, 13919.00000000
Tempo por Loop, 12162.00000000
Tempo por Loop, 17048.00000000
Tempo por Loop, 13914.00000000
Tempo por Loop, 12246.00000000
Tempo por Loop, 11828.00000000
Tempo por Loop, 13456.00000000
Tempo por Loop, 15576.00000000
Tempo por Loop, 14415.00000000
Tempo por Loop, 13383.00000000
Tempo por Loop, 13528.00000000
Tempo por Loop, 12391.00000000
Tempo por Loop, 11554.00000000
Tempo por Loop, 15828.00000000
Tempo por Loop, 13379.00000000
Tempo por Loop, 14210.00000000
Tempo por Loop, 22362.00000000
Tempo por Loop, 22328.00000000
Tempo por Loop, 23618.00000000
Tempo por Loop, 21495.00000000
Tempo por Loop, 20161.00000000
Tempo por Loop, 25536.00000000
Tempo por Loop, 13771.00000000
Tempo por Loop, 14182.00000000
Tempo por Loop, 11792.00000000
Tempo por Loop, 13196.00000000
Tempo por Loop, 15133.00000000
Tempo por Loop, 11946.00000000
Tempo por Loop, 20552.00000000
Tempo por Loop, 20743.00000000
Tempo por Loop, 12292.00000000
Tempo por Loop, 14330.00000000
Tempo por Loop, 13642.00000000
Tempo por Loop, 13216.00000000
Tempo por Loop, 13886.00000000
Tempo por Loop, 13410.00000000
Tempo por Loop, 13424.00000000
Tempo por Loop, 14028.00000000
Tempo por Loop, 13248.00000000
Tempo por Loop, 14352.00000000
Tempo por Loop, 13097.00000000
Tempo por Loop, 11973.00000000
Tempo por Loop, 15598.00000000
Tempo por Loop, 13241.00000000
Tempo por Loop, 11865.00000000
Tempo por Loop, 15810.00000000
Tempo por Loop, 11590.00000000
Tempo por Loop, 15489.00000000
Tempo por Loop, 13186.00000000
Tempo por Loop, 12291.00000000
Tempo por Loop, 12118.00000000
Tempo por Loop, 12859.00000000
Tempo por Loop, 15582.00000000
Tempo por Loop, 14486.00000000
Tempo por Loop, 14856.00000000
Tempo por Loop, 15705.00000000
Tempo por Loop, 23855.00000000
Tempo por Loop, 22042.00000000
Tempo por Loop, 20201.00000000
Tempo por Loop, 21861.00000000
Tempo por Loop, 20232.00000000
Tempo por Loop, 23755.00000000
Tempo por Loop, 13808.00000000
Tempo por Loop, 13899.00000000
Tempo por Loop, 13404.00000000
Tempo por Loop, 11870.00000000
Tempo por Loop, 15564.00000000
Tempo por Loop, 13023.00000000
Tempo por Loop, 12176.00000000
Tempo por Loop, 15504.00000000
Tempo por Loop, 11996.00000000
Tempo por Loop, 14570.00000000
Tempo por Loop, 13216.00000000
Tempo por Loop, 13351.00000000
Tempo por Loop, 11895.00000000
Tempo por Loop, 13524.00000000
Tempo por Loop, 14014.00000000
Tempo por Loop, 15440.00000000
Tempo por Loop, 13376.00000000
Tempo por Loop, 12113.00000000
Tempo por Loop, 14206.00000000
Tempo por Loop, 13082.00000000
Tempo por Loop, 14096.00000000
Tempo por Loop, 20156.00000000
Tempo por Loop, 12149.00000000
Tempo por Loop, 16087.00000000
Tempo por Loop, 12009.00000000
Tempo por Loop, 22838.00000000
Tempo por Loop, 13707.00000000
Tempo por Loop, 12088.00000000
Tempo por Loop, 14183.00000000
Tempo por Loop, 13507.00000000
Tempo por Loop, 13701.00000000
Tempo por Loop, 14867.00000000
Tempo por Loop, 13569.00000000
Tempo por Loop, 37849.00000000
Tempo por Loop, 21676.00000000
Tempo por Loop, 20969.00000000
Tempo por Loop, 23926.00000000
Tempo por Loop, 23664.00000000
Tempo por Loop, 13060.00000000
Tempo por Loop, 16030.00000000
Tempo por Loop, 13706.00000000
Tempo por Loop, 12168.00000000
Tempo por Loop, 15880.00000000
Tempo por Loop, 12108.00000000
Tempo por Loop, 13291.00000000
Tempo por Loop, 12098.00000000
Tempo por Loop, 15935.00000000
Tempo por Loop, 12316.00000000
Tempo por Loop, 13535.00000000
Tempo por Loop, 14687.00000000
Tempo por Loop, 13262.00000000
Tempo por Loop, 13596.00000000
Tempo por Loop, 14124.00000000
Tempo por Loop, 13852.00000000
Tempo por Loop, 14161.00000000
Tempo por Loop, 13540.00000000
Tempo por Loop, 13491.00000000
Tempo por Loop, 11801.00000000
Tempo por Loop, 15480.00000000
Tempo por Loop, 13236.00000000
Tempo por Loop, 12010.00000000
Tempo por Loop, 11850.00000000
Tempo por Loop, 22659.00000000
Tempo por Loop, 15522.00000000
Tempo por Loop, 13453.00000000
Tempo por Loop, 11897.00000000
Tempo por Loop, 13416.00000000
Tempo por Loop, 12186.00000000
Tempo por Loop, 13773.00000000
Tempo por Loop, 13461.00000000
Tempo por Loop, 15597.00000000
Tempo por Loop, 21028.00000000
Tempo por Loop, 21727.00000000
Tempo por Loop, 23911.00000000
Tempo por Loop, 22110.00000000
Tempo por Loop, 31634.00000000
Tempo por Loop, 20602.00000000
Tempo por Loop, 14021.00000000
Tempo por Loop, 15464.00000000
Tempo por Loop, 12662.00000000
Tempo por Loop, 13781.00000000
Tempo por Loop, 12201.00000000
Tempo por Loop, 13493.00000000
Tempo por Loop, 14349.00000000
Tempo por Loop, 15827.00000000
Tempo por Loop, 13708.00000000
Tempo por Loop, 12192.00000000
Tempo por Loop, 12118.00000000
Tempo por Loop, 13476.00000000
Tempo por Loop, 16097.00000000
Tempo por Loop, 13336.00000000
Tempo por Loop, 14433.00000000
Tempo por Loop, 13452.00000000
Tempo por Loop, 11802.00000000
Tempo por Loop, 14571.00000000
Tempo por Loop, 13683.00000000
Tempo por Loop, 13586.00000000
Tempo por Loop, 13975.00000000
Tempo por Loop, 13527.00000000
Tempo por Loop, 12309.00000000
Tempo por Loop, 15389.00000000
Tempo por Loop, 14286.00000000
Tempo por Loop, 14603.00000000
Tempo por Loop, 14074.00000000
Tempo por Loop, 13227.00000000
Tempo por Loop, 14104.00000000
Tempo por Loop, 13381.00000000
Tempo por Loop, 12047.00000000
Tempo por Loop, 15471.00000000
Tempo por Loop, 13334.00000000
Tempo por Loop, 11862.00000000
Tempo por Loop, 15324.00000000
Tempo por Loop, 12166.00000000
Tempo por Loop, 22245.00000000
Tempo por Loop, 20614.00000000
Tempo por Loop, 24939.00000000
Tempo por Loop, 21541.00000000
Tempo por Loop, 20146.00000000
Tempo por Loop, 22503.00000000
Tempo por Loop, 11889.00000000
Tempo por Loop, 13179.00000000
Tempo por Loop, 13834.00000000
Tempo por Loop, 13348.00000000
Tempo por Loop, 13263.00000000
Tempo por Loop, 14384.00000000
Tempo por Loop, 14573.00000000
Tempo por Loop, 14292.00000000
Tempo por Loop, 13654.00000000
Tempo por Loop, 11906.00000000
Tempo por Loop, 19598.00000000
Tempo por Loop, 13249.00000000
Tempo por Loop, 14151.00000000
Tempo por Loop, 13316.00000000
Tempo por Loop, 11960.00000000
Tempo por Loop, 23008.00000000
Tempo por Loop, 12332.00000000
Tempo por Loop, 12197.00000000
Tempo por Loop, 15716.00000000
Tempo por Loop, 11885.00000000
Tempo por Loop, 15581.00000000
Tempo por Loop, 11741.00000000
Tempo por Loop, 13442.00000000
Tempo por Loop, 14494.00000000
Tempo por Loop, 13026.00000000
Tempo por Loop, 13215.00000000
Tempo por Loop, 14004.00000000
Tempo por Loop, 13512.00000000
Tempo por Loop, 12184.00000000
Tempo por Loop, 15929.00000000
Tempo por Loop, 13447.00000000
Tempo por Loop, 14063.00000000
Tempo por Loop, 13465.00000000
Tempo por Loop, 12414.00000000
Tempo por Loop, 15435.00000000
Tempo por Loop, 16777.00000000
Tempo por Loop, 26533.00000000
Tempo por Loop, 25281.00000000
Tempo por Loop, 21204.00000000
Tempo por Loop, 22849.00000000
Tempo por Loop, 21735.00000000
Tempo por Loop, 17124.00000000
Tempo por Loop, 14963.00000000
Tempo por Loop, 13799.00000000
Tempo por Loop, 15936.00000000
Tempo por Loop, 12483.00000000
Tempo por Loop, 13514.00000000
Tempo por Loop, 21759.00000000
Tempo por Loop, 12582.00000000
Tempo por Loop, 13644.00000000
Tempo por Loop, 14252.00000000
Tempo por Loop, 13242.00000000
Tempo por Loop, 13768.00000000
Tempo por Loop, 13087.00000000
Tempo por Loop, 11796.00000000
Tempo por Loop, 15433.00000000
Tempo por Loop, 13556.00000000
Tempo por Loop, 11921.00000000
Tempo por Loop, 13056.00000000
Tempo por Loop, 11799.00000000
Tempo por Loop, 16402.00000000
Tempo por Loop, 12315.00000000
Tempo por Loop, 13523.00000000
Tempo por Loop, 23267.00000000
Tempo por Loop, 14500.00000000
Tempo por Loop, 14138.00000000
Tempo por Loop, 12195.00000000
Tempo por Loop, 13936.00000000
Tempo por Loop, 14598.00000000
Tempo por Loop, 13891.00000000
Tempo por Loop, 13728.00000000
Tempo por Loop, 14462.00000000
Tempo por Loop, 13527.00000000
Tempo por Loop, 11893.00000000
Tempo por Loop, 15694.00000000
Tempo por Loop, 13320.00000000
Tempo por Loop, 12034.00000000
Tempo por Loop, 34219.00000000
Tempo por Loop, 21770.00000000
Tempo por Loop, 23719.00000000
Tempo por Loop, 24255.00000000
Tempo por Loop, 23251.00000000
Tempo por Loop, 21276.00000000
Tempo por Loop, 14537.00000000
Tempo por Loop, 12593.00000000
Tempo por Loop, 12804.00000000
Tempo por Loop, 14058.00000000
Tempo por Loop, 16071.00000000
Tempo por Loop, 12517.00000000
Tempo por Loop, 15716.00000000
Tempo por Loop, 12173.00000000
Tempo por Loop, 13483.00000000
Tempo por Loop, 14142.00000000
Tempo por Loop, 13685.00000000
Tempo por Loop, 13446.00000000
Tempo por Loop, 14025.00000000
Tempo por Loop, 13716.00000000
Tempo por Loop, 12418.00000000
Tempo por Loop, 15770.00000000
Tempo por Loop, 13571.00000000
Tempo por Loop, 14397.00000000
Tempo por Loop, 13733.00000000
Tempo por Loop, 13736.00000000
Tempo por Loop, 14346.00000000
Tempo por Loop, 14604.00000000
Tempo por Loop, 12490.00000000
Tempo por Loop, 15511.00000000
Tempo por Loop, 13458.00000000
Tempo por Loop, 12095.00000000
Tempo por Loop, 13097.00000000
Tempo por Loop, 11904.00000000
Tempo por Loop, 15434.00000000
Tempo por Loop, 12231.00000000
Tempo por Loop, 15323.00000000
Tempo por Loop, 19327.00000000
Tempo por Loop, 20031.00000000
Tempo por Loop, 24755.00000000
Tempo por Loop, 21935.00000000
Tempo por Loop, 22949.00000000
Tempo por Loop, 24107.00000000
Tempo por Loop, 22780.00000000
Tempo por Loop, 18831.00000000
Tempo por Loop, 14634.00000000
Tempo por Loop, 14051.00000000
Tempo por Loop, 12174.00000000
Tempo por Loop, 15434.00000000
Tempo por Loop, 13634.00000000
Tempo por Loop, 12030.00000000
Tempo por Loop, 13562.00000000
Tempo por Loop, 14893.00000000
Tempo por Loop, 15756.00000000
Tempo por Loop, 13483.00000000
Tempo por Loop, 12029.00000000
Tempo por Loop, 15645.00000000
Tempo por Loop, 12558.00000000
Tempo por Loop, 13772.00000000
Tempo por Loop, 11987.00000000
Tempo por Loop, 15477.00000000
Tempo por Loop, 13661.00000000
Tempo por Loop, 16779.00000000
Tempo por Loop, 21382.00000000
Tempo por Loop, 17441.00000000
Tempo por Loop, 16437.00000000
Tempo por Loop, 15075.00000000
Tempo por Loop, 19963.00000000
Tempo por Loop, 13438.00000000
Tempo por Loop, 14148.00000000
Tempo por Loop, 13298.00000000
Tempo por Loop, 14329.00000000
Tempo por Loop, 13768.00000000
Tempo por Loop, 11938.00000000
Tempo por Loop, 15734.00000000
Tempo por Loop, 13219.00000000
Tempo por Loop, 12862.00000000
Tempo por Loop, 22639.00000000
Tempo por Loop, 20566.00000000
Tempo por Loop, 25330.00000000
Tempo por Loop, 29014.00000000
Tempo por Loop, 20835.00000000
Tempo por Loop, 22479.00000000
Tempo por Loop, 12402.00000000
Tempo por Loop, 15753.00000000
Tempo por Loop, 13843.00000000
Tempo por Loop, 13008.00000000
Tempo por Loop, 14250.00000000
Tempo por Loop, 14678.00000000
Tempo por Loop, 13297.00000000
Tempo por Loop, 14515.00000000
Tempo por Loop, 13453.00000000
Tempo por Loop, 14577.00000000
Tempo por Loop, 20645.00000000
Tempo por Loop, 14300.00000000
Tempo por Loop, 12489.00000000
Tempo por Loop, 16338.00000000
Tempo por Loop, 12185.00000000
Tempo por Loop, 16045.00000000
Tempo por Loop, 12566.00000000
Tempo por Loop, 13105.00000000
Tempo por Loop, 13366.00000000
Tempo por Loop, 12360.00000000
Tempo por Loop, 15580.00000000
Tempo por Loop, 12240.00000000
Tempo por Loop, 13541.00000000
Tempo por Loop, 14044.00000000
Tempo por Loop, 13429.00000000
Tempo por Loop, 15840.00000000
Tempo por Loop, 12464.00000000
Tempo por Loop, 13373.00000000
Tempo por Loop, 14418.00000000
Tempo por Loop, 13432.00000000
Tempo por Loop, 12457.00000000
Tempo por Loop, 15999.00000000
Tempo por Loop, 13488.00000000
Tempo por Loop, 14562.00000000
Tempo por Loop, 13786.00000000
Tempo por Loop, 12262.00000000
Tempo por Loop, 25468.00000000
Tempo por Loop, 22453.00000000
Tempo por Loop, 20677.00000000
Tempo por Loop, 25371.00000000
Tempo por Loop, 22221.00000000
Tempo por Loop, 21090.00000000
Tempo por Loop, 14914.00000000
Tempo por Loop, 13796.00000000
Tempo por Loop, 13595.00000000
Tempo por Loop, 14272.00000000
Tempo por Loop, 13210.00000000
Tempo por Loop, 11799.00000000
Tempo por Loop, 13124.00000000
Tempo por Loop, 13986.00000000
Tempo por Loop, 13266.00000000
Tempo por Loop, 13278.00000000
Tempo por Loop, 14243.00000000
Tempo por Loop, 13516.00000000
Tempo por Loop, 19129.00000000
Tempo por Loop, 14357.00000000
Tempo por Loop, 13167.00000000
Tempo por Loop, 14027.00000000
Tempo por Loop, 13002.00000000
Tempo por Loop, 11716.00000000
Tempo por Loop, 15321.00000000
Tempo por Loop, 11654.00000000
Tempo por Loop, 14187.00000000
Tempo por Loop, 14322.00000000
Tempo por Loop, 13513.00000000
Tempo por Loop, 20323.00000000
Tempo por Loop, 14311.00000000
Tempo por Loop, 13596.00000000
Tempo por Loop, 12265.00000000
Tempo por Loop, 13370.00000000
Tempo por Loop, 12316.00000000
Tempo por Loop, 15992.00000000
Tempo por Loop, 13352.00000000
Tempo por Loop, 14585.00000000
Tempo por Loop, 13716.00000000
Tempo por Loop, 21397.00000000
Tempo por Loop, 25553.00000000
Tempo por Loop, 22159.00000000
Tempo por Loop, 20729.00000000
Tempo por Loop, 25330.00000000
Tempo por Loop, 17677.00000000
Tempo por Loop, 16370.00000000
Tempo por Loop, 13963.00000000
Tempo por Loop, 12392.00000000
Tempo por Loop, 13823.00000000
Tempo por Loop, 12960.00000000
Tempo por Loop, 15687.00000000
Tempo por Loop, 24548.00000000
Tempo por Loop, 13317.00000000
Tempo por Loop, 14263.00000000
Tempo por Loop, 13424.00000000
Tempo por Loop, 13602.00000000
Tempo por Loop, 14339.00000000
Tempo por Loop, 13791.00000000
Tempo por Loop, 12103.00000000
Tempo por Loop, 15525.00000000
Tempo por Loop, 13215.00000000
Tempo por Loop, 14374.00000000
Tempo por Loop, 14038.00000000
Tempo por Loop, 12256.00000000
Tempo por Loop, 15887.00000000
Tempo por Loop, 13250.00000000
Tempo por Loop, 11687.00000000
Tempo por Loop, 15590.00000000
Tempo por Loop, 13095.00000000
Tempo por Loop, 11685.00000000
Tempo por Loop, 14181.00000000
Tempo por Loop, 14197.00000000
Tempo por Loop, 14464.00000000
Tempo por Loop, 13388.00000000
Tempo por Loop, 13285.00000000
Tempo por Loop, 14316.00000000
Tempo por Loop, 13658.00000000
Tempo por Loop, 11803.00000000
Tempo por Loop, 22575.00000000
Tempo por Loop, 20154.00000000
Tempo por Loop, 25802.00000000
Tempo por Loop, 21976.00000000
Tempo por Loop, 20755.00000000
Tempo por Loop, 29596.00000000
Tempo por Loop, 12680.00000000
Tempo por Loop, 15912.00000000
Tempo por Loop, 13756.00000000
Tempo por Loop, 12066.00000000
Tempo por Loop, 15329.00000000
Tempo por Loop, 12039.00000000
Tempo por Loop, 14060.00000000
Tempo por Loop, 13988.00000000
Tempo por Loop, 15145.00000000
Tempo por Loop, 13650.00000000
Tempo por Loop, 15843.00000000
Tempo por Loop, 13805.00000000
Tempo por Loop, 12108.00000000
Tempo por Loop, 13602.00000000
Tempo por Loop, 14256.00000000
Tempo por Loop, 13443.00000000
Tempo por Loop, 13709.00000000
Tempo por Loop, 14088.00000000
Tempo por Loop, 13657.00000000
Tempo por Loop, 12244.00000000
Tempo por Loop, 15699.00000000
Tempo por Loop, 13417.00000000
Tempo por Loop, 14598.00000000
Tempo por Loop, 14371.00000000
Tempo por Loop, 12180.00000000
Tempo por Loop, 15618.00000000
Tempo por Loop, 14142.00000000
Tempo por Loop, 12723.00000000
Tempo por Loop, 14306.00000000
Tempo por Loop, 13421.00000000
Tempo por Loop, 13438.00000000
Tempo por Loop, 14149.00000000
Tempo por Loop, 13808.00000000
Tempo por Loop, 35976.00000000
Tempo por Loop, 20730.00000000
Tempo por Loop, 20898.00000000
Tempo por Loop, 20570.00000000
Tempo por Loop, 23287.00000000
Tempo por Loop, 16813.00000000
Tempo por Loop, 15961.00000000
Tempo por Loop, 12162.00000000
Tempo por Loop, 13204.00000000
Tempo por Loop, 14256.00000000
Tempo por Loop, 13396.00000000
Tempo por Loop, 13164.00000000
Tempo por Loop, 11996.00000000
Tempo por Loop, 15350.00000000
Tempo por Loop, 11783.00000000
Tempo por Loop, 12849.00000000
Tempo por Loop, 14208.00000000
Tempo por Loop, 14313.00000000
Tempo por Loop, 13139.00000000
Tempo por Loop, 13581.00000000
Tempo por Loop, 19192.00000000
Tempo por Loop, 14156.00000000
Tempo por Loop, 13543.00000000
Tempo por Loop, 13496.00000000
Tempo por Loop, 13999.00000000
Tempo por Loop, 13486.00000000
Tempo por Loop, 11859.00000000
Tempo por Loop, 15927.00000000
Tempo por Loop, 13422.00000000
Tempo por Loop, 12214.00000000
Tempo por Loop, 15470.00000000
Tempo por Loop, 12044.00000000
Tempo por Loop, 13398.00000000
Tempo por Loop, 16903.00000000
Tempo por Loop, 21479.00000000
Tempo por Loop, 13464.00000000
Tempo por Loop, 11900.00000000
Tempo por Loop, 15322.00000000
Tempo por Loop, 12363.00000000
Tempo por Loop, 16651.00000000
Tempo por Loop, 24302.00000000
Tempo por Loop, 22245.00000000
Tempo por Loop, 21734.00000000
Tempo por Loop, 23504.00000000
Tempo por Loop, 23249.00000000
Tempo por Loop, 15825.00000000
Tempo por Loop, 14919.00000000
Tempo por Loop, 12357.00000000
Tempo por Loop, 13391.00000000
Tempo por Loop, 12220.00000000
Tempo por Loop, 15554.00000000
Tempo por Loop, 15777.00000000
Tempo por Loop, 12038.00000000
Tempo por Loop, 13466.00000000
Tempo por Loop, 13864.00000000
Tempo por Loop, 12980.00000000
Tempo por Loop, 16930.00000000
Tempo por Loop, 16343.00000000
Tempo por Loop, 19852.00000000
Tempo por Loop, 14030.00000000
Tempo por Loop, 12999.00000000
Tempo por Loop, 14009.00000000
Tempo por Loop, 13084.00000000
