12,15
0,6.04397145624386,-7.17356939709971,0,0,0,0,0,0,0,0,0,0,0,0
0,7.12993168707117,4.06989329502801,0,0,0,0,0,0,0,0,0,0,0,0
0,2.76124667022125,5.19286728812518,0,0,0,0,0,0,0,0,0,0,0,0
-7.22046833199159,2.66310773036281,0,0,0,0,0,0,0,1,0,0,0,0,0
4.09650120109184,-5.28696274213853,0,0,0,0,0,0,0,0,1,0,0,0,0
5.2268169066995,7.82253042050467,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
